"transaction";"type_bien";"prix";"surface";"nb_pieces";"nb_chambres";"ville";"code_postal";"description";"source"
"locations";"maisons";"1250";"95.0";"4";"3";"Margny-Lès-Compiègne";"60280";"MARGNY -LES - COMPIÈGNE - Propose à la location une maison meublée de 95m² entièrement rénovée s’élevant sur 3 niveaux. Au RDC : salon et cuisine équipée neuve (four, plaques vitrocéramique,...";"pap"
"locations";"maisons";"915";"110.0";"4";"3";"Châteaubriant";"44110";"Maison campagne rénovée à proximité de la voie verte et à  3 km du centre-ville de Châteaubriant, calme sans vis-à-vis. Libre 1ᵉʳ mai. 3 chambres, salle d'eau et WC indépendants refaits à neuf, pièce...";"pap"
"locations";"maisons";"1800";"114.0";"4";"3";"Lambersart";"59130";"Dans un quartier recherché de Lambersart, proche de tous commerces et de la Citadelle, maison non meublée type 1950 totalement refaite à neuf.  Ce logement de 114m² comprend au rez-de-chaussée une...";"pap"
"locations";"maisons";"900";"84.0";"4";"3";"Bignon";"44140";"Environnement calme, 3 chambres avec placards, salon cuisine  aménagé, chauffage électrique au sol, en faces de tous commerces 5 minutes de l'école primaire, moyen  de transport en car, pas de...";"pap"
"locations";"maisons";"849";"95.0";"4";"3";"Ruillé-Froid-Fonds";"53170";"Maison T4 rénovée – 95 m² – Jardin 1000 m² – Calme campagne   Située à Ruillé-Froid-Fonds (53170), à seulement 7 minutes de Meslay-du-Maine.   Maison mitoyenne entièrement rénovée en 2025, dans un...";"pap"
"locations";"maisons";"1650";"100.0";"4";"3";"Bordeaux";"33000";"Echoppe bordelaise sur 2 niveaux de type T4 de 100m2 disponible début juin. Située à Bastide à 2’ de l’arrêt de tramway Galin. Rue calme et résidentielle.  Idéale pour un couple avec enfants dans un...";"pap"
"locations";"maisons";"1900";"195.0";"6";"5";"Pin-Balma";"31130";"Particulier à Particulier loue Très belle villa de 195 m2 dans lotissement privé et résidentiel à 10 minutes du métro. Elle est composée d'une salle manger avec cheminée de 50 m2 donnant sur la...";"pap"
"locations";"maisons";"2000";"120.0";"5";"4";"Vélizy-Villacoublay";"78140";"Maison familiale meublée — Vélizy-Villacoublay (78) 120 m² | 5 chambres | Jardin | 2000€/mois   Libre le 19 mai 2026  Lumineuse, spacieuse et rénovée, cette maison de 120 m² implantée dans le...";"pap"
"locations";"maisons";"1350";"71.0";"3";"2";"Neauphle-Le-Château";"78640";"Au coeur du village de Neauphle le Château, à proximité immédiate des commerces et du marché. **Belle maison meublée rénovée avec fenêtres pvc double vitrage**, chauffage individuel par radiateurs...";"pap"
"locations";"maisons";"2100";"54.0";"3";"2";"Nanterre";"92000";"**Tiny house de charme 54 m²** – Hypercentre Nanterre (Rue de l’Église), au pied de la Cathédrale – 2 chambres – 3 niveaux. Au cœur de la vieille ville de Nanterre, Rue de l’Église, au pied de la...";"pap"
"locations";"maisons";"1330";"35.0";"3";"2";"Courbevoie";"92400";"Maison 2/3 pièces avec terrasse à 2 pas de La Défense.  Maison meublée très bon état : grand double séjour avec salle à manger et cuisine ouverte aménagée avec lave-vaisselle, lave-linge, four,...";"pap"
"locations";"maisons";"1250";"40.0";"2";"1";"Nanterre";"92000";"Petite maison  de ville   mitoyenne  de 40 m² , quartier du Mont-Valérien ; Bus et RER à proximité , quartier résidentiel calme  et  commerces et écoles  à proximité ; chauffage électrique. Cuisine...";"pap"
"locations";"maisons";"948";"40.0";"4";"2";"Sainte-Anne";"97180";"Proche des plages 400 m, restaurant buffet,  libre,  les Cocotiers à 100 m, discothèque le Freddy's House à 700 m. Situé sur le circuit Karulys ( Sainte-Anne / Saint-François). Une grande chambre...";"pap"
"locations";"maisons";"1580";"69.0";"4";"3";"Argenteuil";"95100";"Découvrez cette charmante maison, située dans le quartier pavillonnaire paisible de Val Notre Dame à Argenteuil. Avec ses 69 m², cette propriété est idéale si vous recherchez un espace confortable et...";"pap"
"locations";"maisons";"950";"40.0";"2";"1";"Quincy-Sous-Sénart";"91480";"Petite maison 2 pièces à louer un salon une cuisine ouverte équipée une chambre et une salle d’eau avec wc. Loyer charges comprises : 950€ Loyer hors charge : 800€ Charges : 150€";"pap"
"locations";"maisons";"1185";"110.0";"4";"3";"Fontaine-Le-Comte";"86240";"Maison plain-pied 3 chambres avec grand jardin – environnement calme – proche Poitiers À seulement 15 minutes du centre de Poitiers, découvrez cette agréable maison de plain-pied, idéale pour une...";"pap"
"locations";"maisons";"765";"110.0";"6";"3";"Villefranche-Sur-Cher";"41200";"Charmante maison de ville de 110 m², idéale pour une famille, située dans un environnement agréable et proche de toutes commodités (commerces, école, mairie, gare).  Elle se compose : • de 2 ...";"pap"
"locations";"maisons";"1120";"145.0";"6";"5";"Niort";"79000";"À Niort, quartier Goise, au Sud du quartier Champommiers, proche écoles, collèges, lycée, commerces, services, bus et trains.  Maison d'une surface totale de 170 m2 (85 m2 par niveau), édifiée sur un...";"pap"
"locations";"maisons";"800";"80.0";"3";"2";"Mareuil";"24340";"Maison individuelle de 3 pièces, d'une surface de 80m² située à Mareuil en Périgord.  Cette maison de plain-pied comprend 2 chambres (1 avec lit double, commode de rangement, l'autre vide pour...";"pap"
"locations";"maisons";"2000";"140.0";"5";"4";"Bartenheim";"68870";"Maison des années 60 entièrement rénovée et modernisée aux goûts actuels (portes en verre design). Isolation intérieure, façade exposée Nord isolé de l'extérieur, combles isolés. Ravalement de façade...";"pap"
"locations";"maisons";"1250";"40.0";"2";"1";"Nanterre";"92000";"Petite maison  de ville   mitoyenne  de 40 m² , quartier du Mont-Valérien ; Bus et RER à proximité , quartier résidentiel calme  et  commerces et écoles  à proximité ; chauffage électrique. Cuisine...";"pap"
"locations";"maisons";"1350";"72.0";"4";"3";"Montigny-Lès-Cormeilles";"95370";"Centre village, copropriété calme de 4 lots, vue exceptionnelle au balcon. Maison Duplex 80 m2, 20 min de la Gare St-Lazare.  Grand séjour cuisine clair de 35 m2 -3.60 HSP - oriente sud ouest vers...";"pap"
"locations";"maisons";"1310";"65.0";"3";"2";"Coye-La-Forêt";"60580";"Location meublée maison 65 m² Coye-La-Forêt (60580) 1.310 €/mois.  Coye-la-Forêt (60580) •	3 pièces •	2 chambres •	65 m² •	Terrain 200 m² Location maison meublée Maison de ville en pierre de taille,...";"pap"
"locations";"maisons";"2590";"116.0";"5";"4";"Nanterre";"92000";"Maison de ville récente 4 chambres avec jardin – Nanterre RER A 116 m² – 6 pièces – 4 chambres – 3 salles de bain – Jardin – Parking Située dans le quartier très recherché du Chemin de l’Île à...";"pap"
"locations";"maisons";"1200";"100.0";"4";"3";"Bargemon";"83830";"Loue Maison 4 pièces 100 m²  Extérieur : terrasse avec store banne, jardin privatif d'environ 200 m² Rez de chaussée : cuisine, salle à manger, salon Etage : 3 chambres, salle de bain et wc...";"pap"
"locations";"maisons";"1250";"115.0";"3";"2";"Chambray-Lès-Tours";"37170";"Maison individuelle sans vis à vis, 2 chambres + appoint convertible dans salon séparé. Chauffage gaz et cheminée. 2 salles d'eau avec wc, buanderie, 2 terrasses. Entretien des extérieurs dans les...";"pap"
"locations";"maisons";"3800";"190.0";"7";"3";"Vélizy-Villacoublay";"78140";"Location Meublée 190 m² (Maison Principale + Annexe Indépendante) sur 500 m² de Terrain – Disponible à partir du 01/05/2026  Située dans une rue très calme et peu passante, au cœur du quartier...";"pap"
"locations";"maisons";"875";"65.0";"4";"2";"Saâne-Saint-Just";"76730";"Cette maison a été un gîte rural pendant une trentaine d'années. Nous avons arrêté notre activité de location saisonnière il y a deux ans et depuis elle est proposée à la location longue durée.  La...";"pap"
"locations";"maisons";"1200";"78.0";"3";"2";"Boutigny-Sur-Essonne";"91820";"Maison meublée de 78 m2 comprenant au rez-de-chaussée une entrée lumineuse avec véranda donnant sur une pièce de vie de 35 m2 avec une cuisine aménagée. A l'étage desservi par un palier se trouve...";"pap"
"locations";"maisons";"879";"84.0";"4";"3";"Taupont";"56800";"Maison entièrement rénovée située à Taupont, au calme.  Surface : 83 m² habitables (88 m² au sol).  Composition : -3 chambres dont 1 au rez-de-chaussée -Cuisine aménagée -Salle de bain avec douche,...";"pap"
"locations";"maisons";"1800";"41.0";"2";"1";"Chelles";"77500";"Superhost – Votre havre de confort entre Paris et Disneyland  Disponible dès le 8 août, bail mobilité 1 à 10 mois, loyer 1 800 € / mois, charges EDF et eau incluses.  Un cocon de 41 m² alliant...";"pap"
"locations";"maisons";"1550";"80.4";"4";"3";"Herblay";"95220";"--- Description : Idéalement située dans le quartier de l'Alouette à Herblay-sur-Seine (à 5 min à pied des bords de Seine), cette maison individuelle de 2015 offre 80,4 m² habitables sur un terrain...";"pap"
"locations";"maisons";"2250";"160.0";"6";"4";"Montferrier-Sur-Lez";"34980";"Dans commune limitrophe de Montpellier Maison de 2008, 160 m2, meublée, disponible à compter du 1er juin 2026 **Au calme**,cadre champêtre, sur terrain arboré de 1.650 m2. Arrosage automatique sur...";"pap"
"locations";"maisons";"2600";"110.0";"5";"4";"Châtillon";"92320";"Maison à Châtillon (limite Clamart) de 110 m² habitables Cuisine équipée - 2 salles de bain 5 pièces (grand séjour de 37 m² + 4 autres pièces de 11 m² à 14 m²) Terrasse + Jardin (orientation Sud +...";"pap"
"locations";"maisons";"1850";"145.0";"6";"5";"Senlis";"60300";"**Maison de ville ancienne** à louer dans l'hypercentre de Senlis, dans une rue calme avec des places de parking à proximité. La maison s'étend sur 3 étages. Au rez-de-chaussée se trouve un salon...";"pap"
"locations";"maisons";"948";"40.0";"4";"2";"Sainte-Anne";"97180";"Proche des plages 400 m, restaurant buffet,  libre,  les Cocotiers à 100 m, discothèque le Freddy's House à 700 m. Situé sur le circuit Karulys ( Sainte-Anne / Saint-François). Une grande chambre...";"pap"
"locations";"maisons";"980";"102.0";"6";"4";"Saint-Germain-Sur-Avre";"27320";"Maison rénovée de plain-pied de 102 m² sur sous-sol complet 104 m2, implantée sur un terrain de 850 m² clôturé dans un quartier calme.  École sur la commune, arrêt de bus pour le collège et le lycée...";"pap"
"locations";"maisons";"650";"30.0";"2";"1";"Saint-Chéron";"91530";"Maison de ville, dans le centre-ville avec tous les commerces ainsi que la gare avec le RER C. Au rez-de-chaussée :salon et la cuisine avec four et plaques à induction, emplacement pour...";"pap"
"locations";"maisons";"870";"140.0";"6";"2";"Verrières-En-Forez";"42600";"**Coup de cœur**  Prassouroux - VERRIERES en Forez Situé dans un petit hameau extérieur à Verrières-en-Forez  (42600) Logement-loft contemporain aménagé en 2004 dans une ancienne grange, avec vue Est...";"pap"
"locations";"maisons";"1500";"90.0";"4";"3";"Gajan";"30730";"Location entièrement meublée, équipée pour bail mobilité, ou moyenne durée, vous n'avez que vos valises à poser. Piscine privée de 8mx 4m. 3 chambres avec literie 240x190 et une chambre avec un lit...";"pap"
"locations";"maisons";"1480";"129.0";"6";"5";"Lauzerville";"31650";"Loue maison récente (2010) Lauzerville 5 chambres, très grand sous-sol, vue dégagée environnement très calme dans quartier huppé. Cuisine équipée grande pièce de vie ; salle de bains avec douche et...";"pap"
"locations";"maisons";"1400";"70.0";"2";"1";"Nanterre";"92000";"Loft sur 2 étages de 65 m² avec terrasse de 40 m²  Au rez-de-chaussée un salon avec cuisine Américaine équipée. Au 1er étage une grande chambre avec un petit dressing et une salle de bain équipée...";"pap"
"locations";"maisons";"850";"50.0";"3";"2";"Amboise";"37400";"**Maison Meublée avec stationnement**.   Amboise centre – 7 min à pied de la place du château.  Maison de 50 m2, au calme avec terrasse ensoleillée et jardin clôturé. Rdc : la pièce principale offre...";"pap"
"locations";"maisons";"620";"46.0";"3";"2";"Bourges";"18000";"Location pour étudiant, stagiaire, alternant ou formation. En centre-ville, rue de Lorroy, attenant à la rue d'Auron. Quartier calme.  **Maisonnette de ville de 46 m2, meublée**, EDF compris, en...";"pap"
"locations";"maisons";"835";"110.0";"4";"3";"Saint-Macaire";"33490";"Maison de ville située à Saint Macaire, sur 3 niveaux, récemment rénovée, disposant d'un séjour/cuisine et wc au rez-de-chaussée, de 2 chambres et 1 salle de Bain au 1er étage et d'une grande pièce...";"pap"
"locations";"maisons";"1700";"90.0";"5";"4";"Plessis-Belleville";"60330";"Maison 5 pièces 90 m² À proximité des transports, des écoles et des commerces, venez découvrir cette maison située dans un quartier pavillonnaire sur un terrain de 296 m² comprenant : -	Au...";"pap"
"locations";"maisons";"1495";"92.0";"4";"3";"Draguignan";"83300";"Dans un domaine sécurisé, résidentiel et calme à proximité de toutes commodités, commerces, école, centre ville, lycée, villa jumelée par un seul côté, sans vis à vis, vue exceptionnelle entièrement...";"pap"
"locations";"maisons";"3890";"280.0";"6";"4";"Saint-Denis";"97400";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"pap"
"locations";"maisons";"880";"80.0";"3";"2";"Orgueil";"82370";"A louer sur la commune d'Orgueil, jolie maison de plain-pied meublée de 80 m², entièrement rénovée.  La maison dispose d'une pièce de vie comprenant un coin salon, un espace salle à manger, ainsi...";"pap"
"locations";"maisons";"9855";"365.0";"7";"4";"Paris";"75014";"**Superbe maison d'architecte** (360m² répartis sur 4 niveaux), style contemporain. **Superbes aménagements intérieurs**, située dans une rue très calme à sens unique à proximité immédiate du parc...";"pap"
"locations";"maisons";"1200";"95.0";"3";"2";"Silly-Tillard";"60430";"Située au cœur d'un hameau protégé et authentique, à 50m d'une chanterie classée, **maison meublée, récemment rénovée**. Chauffage principalement au poêle à bois avec des radiateurs électriques dans...";"pap"
"locations";"maisons";"900";"57.0";"2";"1";"Plouharnel";"56340";"Charmante maison T2 entièrement meublée, récemment rénovée, située dans le vieux bourg.  Elle se compose de : - Une chambre - Un salon chaleureux avec poêle à bois - Une cuisine entièrement équipée -...";"pap"
"locations";"maisons";"490";"51.0";"2";"1";"Saint-Germain";"86310";"Location d'une petite maison à St Germain / Proche St Savin Composée : - 1 salon / Salle à manger / Cuisine équipée - 1 Salle de Bains - 1 wc - 1 Chambre - 1 Cave  Chauffage électrique individuel Pas...";"pap"
"locations";"maisons";"2400";"52.0";"3";"2";"Paris";"75020";"Nous louons notre magnifique maison en haut du parc de Belleville (métro Pyrénées le plus proche). Cette maison atypique est dans une villa où plusieurs petites maisons et voisins très très...";"pap"
"locations";"maisons";"520";"23.0";"2";"1";"Saint-Nazaire";"44600";"Saint Nazaire - **Studio meublé à louer** Centre ville, proche gare ( 3 min à pied), bus et tous commerces. Studio neuf meublé, 2 pièces (23 m²) comprenant : une pièce de vie avec coin cuisine...";"pap"
"locations";"maisons";"1800";"80.0";"4";"3";"Sucy-En-Brie";"94370";"Découvrez cette superbe maison individuelle entièrement rénovée à neuf, meublée avec goût, idéalement située à proximité immédiate des transports. Un bien rare alliant confort moderne, espaces...";"pap"
"locations";"maisons";"1580";"116.0";"5";"3";"Recloses";"77760";"Située dans le paisible et réputé village de Recloses, à proximité immédiate de Fontainebleau (8 min du château), cette maison de plain pied offre une superficie d’un peu plus de 115 m2. Construite...";"pap"
"locations";"maisons";"1100";"70.0";"4";"2";"Elne";"66200";"Rare à 5 min de Perpignan Sud et à 10 min des plages. Entre Elne et Corneilla, maison meublée avec grand jardin et garage Location à l'année.  A 5 min de Perpignan sud, 5 min de St Cyprien, 10 min...";"pap"
"locations";"maisons";"1970";"64.0";"4";"3";"Maisons-Alfort";"94700";"Cette charmante maison d'environ 96 m2 est louée par un particulier (pas de frais de bail et d'état des lieux). Elle est située proche de PARIS 12ème. Toutes les fenêtres sont équipées de double...";"pap"
"locations";"maisons";"1500";"102.0";"6";"4";"Séné";"56860";"Rez-de-chaussée, entrée, séjour salon avec cheminée, cuisine aménagée et équipée plaque vitro céramique hotte four micro-onde réfrigérateur congélateur lave-vaisselle une chambre salle de bain...";"pap"
"locations";"maisons";"760";"70.0";"4";"2";"Touvois";"44650";"À louer, maison de bourg meublée d’environ 70 m², située au cœur de Touvois, en fond de cour, au calme, refaite en grande partie fin 2024.  Au rez-de-chaussée : Cuisine aménagée et équipée refaite...";"pap"
"locations";"maisons";"1495";"123.0";"4";"3";"Garancieres";"78890";"Entre Thoiry et Montfort l'Amaury, 37 km de Paris (gare Montparnasse 35 min). Commerces / Ecoles à proximité.  Maison 123 m2, petite résidence. 3 chambres, 3 salles de bains, séjour cheminée, cuisine...";"pap"
"locations";"maisons";"665";"75.0";"4";"2";"Plougrescant";"22820";"**Maison meublée** de 75 m2 habitables avec grand terrain arboré de 2.200 m2 à louer sur la presqu'île de Plougrescant (Côtes d'Armor). Libre à partir du 1er avril.  La maison se situe à la pointe de...";"pap"
"locations";"maisons";"1199";"90.0";"4";"3";"Montagne";"44620";"Située au centre-ville de La Montagne 44620 (Nantes Métropole).  Exposé Sud-ouest, maison récente (2023) de 90 m² au RDC. Une pièce de vie de 36 m² avec cuisine aménagée et une arrière-cuisine. Trois...";"pap"
"locations";"maisons";"980";"102.0";"6";"4";"Saint-Germain-Sur-Avre";"27320";"Maison rénovée de plain-pied de 102 m² sur sous-sol complet 104 m2, implantée sur un terrain de 850 m² clôturé dans un quartier calme.  École sur la commune, arrêt de bus pour le collège et le lycée...";"pap"
"locations";"maisons";"3400";"148.0";"6";"4";"Champigny-Sur-Marne";"94500";"Belle maison à louer de 148 m² habitables sur terrain clôturé et paysagé de 540m2 Située dans le quartier calme de Coeuilly, cette maison est idéale pour une vie de famille  Le bien se compose de -...";"pap"
"locations";"maisons";"680";"66.0";"3";"1";"Saint-Paul-Cap-De-Joux";"81220";"Vous recherchez le confort du moderne allié au charme de l'ancien ? Découvrez cette charmante maison de 66 m², entièrement rénovée, située en plein cœur de Saint-Paul-Cap-de-Joux(à 20min de Castres,...";"pap"
"locations";"maisons";"890";"35.0";"2";"1";"Tours";"37000";"Maison T2 bis de 35 m² entièrement rénovée, Tours Nord avenue Maginot dans une maison avec jardin au calme.  Proche toutes commodités, arrêt de tram/bus à 1 min. Proximité immédiate avec l'hyper...";"pap"
"locations";"maisons";"1050";"112.0";"5";"3";"Écommoy";"72220";"Maison neuve proche gare. 3 chambres dont une suite parentale. Cuisine équipée avec îlot central. Terrasse carrelée de 22 m². Chauffage au sol par pompe à chaleur Viessmann. Garage avec la maison de...";"pap"
"locations";"maisons";"1030";"74.0";"3";"2";"Quint-Fonsegrives";"31130";"Maison 3 pièces de plain-pied – Quint-Fonsegrives – Entièrement rénovée -  Loyer : 1 000 €/mois hors charges Charges locatives : provisions sur charges à définir (voir détail ci-dessous)  Les photos...";"pap"
"locations";"maisons";"1230";"98.0";"4";"2";"Brillon";"59178";"Maison très récente , plain pied en campagne , meublé, à proximité de l'école et des commerces. A 20 minutes de Lille et Valenciennes. Maison sur 500 m², jardin et terrasse, carport et portail...";"pap"
"locations";"maisons";"2200";"120.0";"5";"4";"Bouscat";"33110";"Maison familiale avec jardin – Le Bouscat – 120 m² – Bien rare  Le Bouscat – Avenue Jules Guesde  À saisir ! Bien rare sur le secteur, disponible à partir du 1er mai 2026.  Située dans une rue calme...";"pap"
"locations";"maisons";"1200";"96.0";"5";"3";"Brest";"29200";"Maison T5 de 96 m² meublée, mitoyenne (1 pignon) à Brest rive droite comprenant : - Au rez-de-chaussée : un beau séjour/salon avec cuisine ouverte et îlot de séparation, sellier/buanderie, wc, petit...";"pap"
"locations";"maisons";"2190";"123.0";"6";"3";"Villebon-Sur-Yvette";"91140";"Disponible : maison récente (2019) meublée de 123 m² sur 200 m² de terrain comprenant sur 2 étages : - Rez-de-chaussée : vaste salon-séjour très lumineux, cuisine ouverte avec coin repas, large...";"pap"
"locations";"maisons";"1650";"100.0";"4";"3";"Bordeaux";"33000";"Echoppe bordelaise sur 2 niveaux de type T4 de 100m2 disponible début juin. Située à Bastide à 2’ de l’arrêt de tramway Galin. Rue calme et résidentielle.  Idéale pour un couple avec enfants dans un...";"pap"
"locations";"maisons";"1650";"100.0";"4";"3";"Bordeaux";"33000";"Echoppe bordelaise sur 2 niveaux de type T4 de 100m2 disponible début juin. Située à Bastide à 2’ de l’arrêt de tramway Galin. Rue calme et résidentielle.  Idéale pour un couple avec enfants dans un...";"pap"
"locations";"maisons";"1585";"135.0";"5";"4";"Reims";"51100";"REIMS, quartier CERNAY-POMMERY, Recherché pour sa tranquilité, sa qualité de vie, ses commerces et marchés des mardi et dimanche matin. A 5min du centre ville, 10-15 min des gares Centre Ville et...";"pap"
"locations";"maisons";"3000";"300.0";"8";"4";"amaury";"78490";"À 40 min de Paris. Maison dans la région de Montfort-L'Amaury. Très belle propriété 300 m² et ses dépendances dans parc paysager 5.000 m².  Rez-de-chaussée : entrée, wc avec lave mains, double salon...";"pap"
"locations";"maisons";"1100";"90.0";"4";"3";"Wasquehal";"59290";"Maison individuelle de plain pied de 100 m² avec garage sur 593 m² de terrain, située dans une impasse avec vue sur le golf, agréable à vivre. Parking privé fermé. Jardin avec terrasse plein sud. ...";"pap"
"locations";"maisons";"3200";"150.0";"5";"4";"Bois-Colombes";"92270";"Location longue durée -Maison de ville meublée et décorée - familiale – 150 m² – 4 chambres – Jardin – Bois-Colombes  À louer longue durée belle maison de ville meublée d'environ 150 m², située dans...";"pap"
"locations";"maisons";"1250";"70.0";"3";"2";"Domancy";"74700";"Située à Domancy, proche le Fayet à proximité immédiate de la zone commerciale de La Pallud  Le bien : Maison mitoyenne de 70 m² de plain-pied. Logement récemment rénové.    - Séjour et cuisine...";"pap"
"locations";"maisons";"1050";"64.0";"3";"2";"Lavernose-Lacasse";"31410";"Maison 64 m² - à louer - Lavernose Lacasse   Entièrement rénovée :  2 chambres (10 et 11,7 m² )avec placard intégrés 1 salle de bain avec baignoire 1 toilette indépendant 1 cuisine toute équipée...";"pap"
"locations";"maisons";"750";"30.0";"2";"1";"Pouliguen";"44510";"Maisonnette plain-pied disponible dès septembre 2026 jusqu'à juin 2027. À proximité de la plage du Nau et du bois. Proches commerces, centre et port.";"pap"
